question,filename,answer,source_image
46,GI_Prevesical_space.jpeg,"Prevesical space - 2 points",mrigastrointestinal38.jpeg
47,GI_Spleen_2.jpeg,"Spleen - 2 points",mrigastrointestinal41.jpeg
48,GI_Caecum.jpeg,"Caecum - 2 points",mrigastrointestinal43.jpeg
49,GI_Gallbladder_fundus.jpeg,"Gallbladder fundus - 2 points",mrigastrointestinal45.jpeg
50,GI_Right_posterior_branch_of_portal_vein.jpeg,"Right posterior branch of portal vein - 2 points",mrigastrointestinal47.jpeg
51,GI_Cystic_duct.jpeg,"Cystic duct - 2 points",mrigastrointestinal49.jpeg
52,GI_Common_bile_duct.jpeg,"Common bile duct - 2 points",mrigastrointestinal50.jpeg
53,GI_Left_suprarenal_gland.jpeg,"Left suprarenal gland - 2 points",mrigastrointestinal54.jpeg
54,GI_Head_of_the_pancreas.jpeg,"Head of the pancreas - 2 points",mrigastrointestinal55.jpeg
55,GI_Descending_thoracic_aorta.jpeg,"Descending thoracic aorta - 2 points",mrigastrointestinal59.jpeg
56,GI_Inferior_mesenteric_vein.jpeg,"Inferior mesenteric vein - 2 points",mrigastrointestinal61.jpeg
57,GI_Splenic_vein.jpeg,"Splenic vein - 2 points",mrigastrointestinal62.jpeg
58,GI_Extrahepatic_portal_vein.jpeg,"Extrahepatic portal vein - 2 points",mrigastrointestinal63.jpeg
59,GI_Portal_vein_confluence.jpeg,"Portal vein confluence - 2 points",mrigastrointestinal69.jpeg
60,GI_Abdominal_aorta_2.jpeg,"Abdominal aorta - 2 points",mrigastrointestinal71.jpeg
61,GI_Hepatic_Segment_Of_Inferior_Vena_Cava.jpeg,"Hepatic Segment Of Inferior Vena Cava - 2 points",mrigastrointestinal72.jpeg
62,GI_Left_common_iliac_vein.jpeg,"Left common iliac vein - 2 points",mrigastrointestinal73.jpeg
63,GI_Superior_mesenteric_artery_4.jpeg,"Superior mesenteric artery - 2 points",mrigastrointestinal76.jpeg
64,GI_Inferior_vena_cava_2.jpeg,"Inferior vena cava - 2 points",mrigastrointestinal78.jpeg
65,GI_Common_bile_duct_2.jpeg,"Common bile duct - 2 points",mrigastrointestinal80.jpeg
66,GI_Middle_hepatic_vein.jpeg,"Middle hepatic vein - 2 points",usgastrointestinal2.jpeg
67,GI_Splenic_vein_2.jpeg,"Splenic vein - 2 points",usgastrointestinal11.jpeg
68,GI_Right_upper_pole_renal_cortex.jpeg,"Right upper pole renal cortex - 2 points",usgastrointestinal17.jpeg
69,GI_Common_bile_duct_3.jpeg,"Common bile duct - 2 points",usgastrointestinal22.jpeg
70,GI_Uncinate_process_of_pancreas.jpeg,"Uncinate process of pancreas - 2 points",usgastrointestinal23.jpeg
71,GI_Superior_mesenteric_artery_5.jpeg,"Superior mesenteric artery - 2 points",usgastrointestinal26.jpeg
72,GI_Coeliac_artery.jpeg,"Coeliac artery - 2 points",usgastrointestinal28.jpeg
73,GI_Extrahepatic_portal_vein_2.jpeg,"Extrahepatic portal vein - 2 points",usgastrointestinal29.jpeg
74,GI_Common_hepatic_artery.jpeg,"Common hepatic artery - 2 points",usgastrointestinal33.jpeg
75,GI_Posterior_branch_of_right_portal_vein_2.jpeg,"Posterior branch of right portal vein - 2 points",usgastrointestinal36.jpeg
76,GI_Left_tenth_posterior_rib.jpg,"Left tenth posterior rib - 2 points",XrayGastrointestinal2.jpg
77,GI_Gastro-oesophageal_junction.jpeg,"Gastro-oesophageal junction - 2 points",xraygastrointestinal3.jpeg
78,GI_Lower_oesophageal_sphincter.jpeg,"Lower oesophageal sphincter - 2 points",xraygastrointestinal4.jpeg
79,GI_Cardia_of_stomach.jpeg,"Cardia of stomach - 2 points",xraygastrointestinal7.jpeg
80,GI_Lesser_curvature_of_stomach.jpeg,"Lesser curvature of stomach - 2 points",xraygastrointestinal11.jpeg
81,GI_Pyloric_Sphincter_Of_Stomach.jpeg,"Pyloric Sphincter Of Stomach - 2 points",xraygastrointestinal12.jpeg
82,GI_First_part_of_duodenum.jpeg,"First part of duodenum - 2 points",xraygastrointestinal14.jpeg
83,GI_Pylorus_of_stomach.jpeg,"Pylorus of stomach - 2 points",xraygastrointestinal16.jpeg
84,GI_Greater_curvature_of_the_stomach.jpeg,"Greater curvature of the stomach - 2 points",xraygastrointestinal18.jpeg
85,GI_Gas_bubble_in_stomach.jpeg,"Gas bubble in stomach - 2 points",xraygastrointestinal20.jpeg
86,GI_Ascending_colon.jpeg,"Ascending colon - 2 points",xraygastrointestinal21.jpeg
87,GI_Thoracic_oesophagus.jpeg,"Thoracic oesophagus - 2 points",xraygastrointestinal22.jpeg
88,GI_Rectum_2.jpeg,"Rectum - 2 points",xraygastrointestinal24.jpeg
89,GI_Anal_canal_3.jpeg,"Anal canal - 2 points",xraygastrointestinal26.jpeg
90,GI_Common_bile_duct_4.jpg,"Common bile duct - 2 points",XrayGastrointestinal27.jpg
91,GI_Oesophageal_impression_from_left_main_bronchus.jpeg,"Oesophageal impression from left main bronchus - 2 points",xraygastrointestinal29.jpeg
92,GI_Oesophageal_contour_from_left_atrium_impression.jpeg,"Oesophageal contour from left atrium impression - 2 points",xraygastrointestinal31.jpeg
93,GI_Replaced_right_hepatic_artery.jpeg,"Replaced right hepatic artery - 2 points",xraygastrointestinal32.jpeg
94,GI_Coeliac_artery_2.jpeg,"Coeliac artery - 2 points",xraygastrointestinal35.jpeg
95,GI_Common_hepatic_artery_2.jpeg,"Common hepatic artery - 2 points",xraygastrointestinal36.jpeg
96,GI_Right_gonadal_vein.jpeg,"Right gonadal vein - 2 points",xraygastrointestinal39.jpeg
97,GI_Splenic_vein_3.jpeg,"Splenic vein - 2 points",xraygastrointestinal44.jpeg
98,GI_Spleen_3.jpeg,"Spleen - 2 points",xraygastrointestinal46.jpeg
99,GI_Replaced_right_hepatic_artery_2.jpeg,"Replaced right hepatic artery - 2 points",ctgastrointestinal81.jpeg
100,GI_Left_portal_vein.jpeg,"Left portal vein - 2 points",usgastrointestinal41.jpeg
